2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getIdleRoom]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassRoomController.getIdleRoom(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/saveUsableRoom],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.saveUsableRoom(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/saveTempPlan],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassRoomController.saveTempPlan(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/importClassRoom]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.importClassRoom(org.springframework.web.multipart.MultipartFile)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/setUnUseTime]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassRoomController.setUnUseTime(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/idleRoomDetail]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassRoomController.idleRoomDetail(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getNowTimeIsAble]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.getNowTimeIsAble(java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/getRoomPlan]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassRoomController.getRoomPlan(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/addClassRoom]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassRoomController.addClassRoom(java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/setTempPlanPage]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassRoomController.setTempPlan(java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/deleteClassRoom],methods=[POST]}" onto public com.joysupply.util.OpResult com.joysupply.controller.ClassRoomController.deleteClassRoom(java.util.Map<java.lang.String, java.lang.Object>)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoom/templateDown]}" onto public void com.joysupply.controller.ClassRoomController.templateDown(javax.servlet.http.HttpServletResponse,javax.servlet.http.HttpServletRequest)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoomSchedule/scheduleView]}" onto public org.springframework.web.servlet.ModelAndView com.joysupply.controller.ClassRoomScheduleController.scheduleView(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
2019-12-21 00:47:05,238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping:547 - Mapped "{[/classRoomSchedule/getSchedule],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.joysupply.controller.ClassRoomScheduleController.getSchedule(java.lang.String,java.lang.String,java.lang.String,java.lang.String,java.lang.String)
